date,keyword,title,link,publish_date
01/01/2020~01/31/2020,鴻海 財經,金融科技怎樣重塑現代金融世界,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D%E7%A7%91%E6%8A%80%E6%80%8E%E6%A8%A3%E9%87%8D%E5%A1%91%E7%8F%BE%E4%BB%A3%E9%87%91%E8%9E%8D%E4%B8%96%E7%95%8C-062537984.html,2020年1月17日
01/01/2020~01/31/2020,鴻海 財經,「莒光號小姐」葉美麗 躋身台股億萬金釵傳奇,https://www.wealth.com.tw/articles/117358b3-e63c-43d2-b368-244ad4a10572,2020年1月8日
01/01/2020~01/31/2020,鴻海 財經,武漢肺炎衝擊鴻海科技園生產，影響員工逾萬人,https://finance.technews.tw/2020/01/30/2019-ncov-affect-foxconn/,2020年1月30日
01/01/2020~01/31/2020,鴻海 財經,鴻海尾牙53藝人演出創紀錄　郭台銘春聯題字各界好奇,https://www.mirrormedia.mg/story/20200120fin021,2020年1月20日
01/01/2020~01/31/2020,鴻海 財經,關懷弱勢團體 郭台銘偕愛妻發鼠年紅包,https://ec.ltn.com.tw/article/breakingnews/3047928,2020年1月22日
01/01/2020~01/31/2020,鴻海 財經,想哭！鴻海尾牙他最衰250萬獎金飛了- 財經,https://www.chinatimes.com/realtimenews/20200124000837-260410,2020年1月24日
01/01/2020~01/31/2020,鴻海 財經,葡萄王家族事件 曾盛麟告白：怕媽媽難過,https://tw.stock.yahoo.com/news/%E8%91%A1%E8%90%84%E5%85%84%E5%BC%9F%E6%B1%BA%E8%A3%82-%E6%9B%BE%E7%9B%9B%E9%BA%9F%E5%91%8A%E7%99%BD-%E6%80%95%E5%AA%BD%E5%AA%BD%E9%9B%A3%E9%81%8E-134000370.html,2020年1月14日
01/01/2020~01/31/2020,鴻海 財經,台積電2019年每股EPS 13.32元，Q4創單季新高,https://www.wealth.com.tw/articles/c5ab4774-5e3a-4841-8154-d1c645b679bf,2020年1月16日
01/01/2020~01/31/2020,鴻海 財經,【鴻海尾牙4】尾牙對聯藏玄機　台銘、揚偉、0-6歲都入標,https://www.mirrormedia.mg/story/20200122fin004,2020年1月22日
01/01/2020~01/31/2020,鴻海 財經,鴻海尾牙強調 2020 年 3 大提升，落實 0~6 歲公司養計畫,https://finance.technews.tw/2020/01/22/foxconn-carnaval-at-2020/,2020年1月22日
01/01/2020~01/31/2020,鴻海 財經,謝金河×谷月涵×杜金龍對談》如何抓住30年一遇大行情？,https://www.wealth.com.tw/articles/1e61c5b0-5c74-41ae-937c-0313d88bd100,2020年1月8日
01/01/2020~01/31/2020,鴻海 財經,大陸平均月薪3.8萬 網諷：被馬化騰、馬雲平均了,https://tw.stock.yahoo.com/news/%E5%A4%A7%E9%99%B8%E5%B9%B3%E5%9D%87%E6%9C%88%E8%96%AA3-8%E8%90%AC-%E7%B6%B2%E8%AB%B7-%E8%A2%AB%E9%A6%AC%E5%8C%96%E9%A8%B0-%E9%A6%AC%E9%9B%B2%E5%B9%B3%E5%9D%87%E4%BA%86-112500487.html,2020年1月7日
01/01/2020~01/31/2020,鴻海 財經,股神巴菲特：社會責任不要老賴給企業,https://www.wealth.com.tw/articles/d6a37d00-9519-47d9-9acc-9abf52456553,2020年1月15日
01/01/2020~01/31/2020,鴻海 財經,十年前差點倒閉 揭達美樂2招谷底翻身,https://tw.stock.yahoo.com/news/%E5%8D%81%E5%B9%B4%E5%89%8D%E5%B7%AE%E9%BB%9E%E5%80%92%E9%96%89-%E6%8F%AD%E9%81%94%E7%BE%8E%E6%A8%822%E6%8B%9B%E8%B0%B7%E5%BA%95%E7%BF%BB%E8%BA%AB-134000517.html,2020年1月2日
01/01/2020~01/31/2020,鴻海 財經,為什麼美伊衝突 不是買進黃金的好理由？,https://www.wealth.com.tw/articles/7a27068a-cd1d-491f-9da1-5c4a6be6d934,2020年1月8日
01/01/2020~01/31/2020,鴻海 財經,年金被砍差很多？年輕軍公教揭「6殘酷真相」被推爆,https://tw.stock.yahoo.com/news/%E5%B9%B4%E9%87%91%E8%A2%AB%E7%A0%8D%E5%B7%AE%E5%BE%88%E5%A4%9A-%E5%B9%B4%E8%BC%95%E8%BB%8D%E5%85%AC%E6%95%99%E6%8F%AD-6%E6%AE%98%E9%85%B7%E7%9C%9F%E7%9B%B8-%E8%A2%AB%E6%8E%A8%E7%88%86-032700193.html,2020年1月12日
01/01/2020~01/31/2020,鴻海 財經,盤點2020年投資市場3大風險,https://www.wealth.com.tw/articles/73efc543-45c6-4450-aa12-a8f2f2d9c1a2,2020年1月1日
01/01/2020~01/31/2020,鴻海 財經,想考公務員該讀哪科系？過來人狂推它：官運亨通,https://tw.stock.yahoo.com/news/%E6%83%B3%E8%80%83%E5%85%AC%E5%8B%99%E5%93%A1%E8%A9%B2%E8%AE%80%E5%93%AA%E7%A7%91%E7%B3%BB-%E9%81%8E%E4%BE%86%E4%BA%BA%E7%8B%82%E6%8E%A8%E5%AE%83-%E5%AE%98%E9%81%8B%E4%BA%A8%E9%80%9A-054100261.html,2020年1月16日
01/01/2020~01/31/2020,鴻海 財經,阻陸發展先進晶片！傳美施壓荷蘭 擋下EUV微影設備出售,https://www.wealth.com.tw/articles/157df5eb-36a5-4540-9b45-fa9223cdc444,2020年1月6日
01/01/2020~01/31/2020,鴻海 財經,武漢肺炎來了！上次 SARS 爆發時，資本市場怎麼了?,https://www.wealth.com.tw/articles/df197167-1c3b-4e8c-a403-7ee0ee239062,2020年1月21日
01/01/2020~01/31/2020,鴻海 財經,回顧台股30年 12682的驚奇與瘋狂之旅,https://www.wealth.com.tw/articles/1d5f25d5-4add-40e6-a2d3-8b2b26aa97ca,2020年1月8日
01/01/2020~01/31/2020,鴻海 財經,名媛做年菜》金控公主吳欣儒的元氣百財燉雞湯,https://www.wealth.com.tw/articles/aa134b86-5579-4871-8a6d-de77482ead59,2020年1月23日
01/01/2020~01/31/2020,鴻海 財經,友達不肯給加班費 員工怒告討95元：輸不起,https://tw.stock.yahoo.com/news/%E5%8F%8B%E9%81%94%E4%B8%8D%E8%82%AF%E7%B5%A6%E5%8A%A0%E7%8F%AD%E8%B2%BB-%E5%93%A1%E5%B7%A5%E6%80%92%E5%91%8A%E8%A8%8E95%E5%85%83-%E8%BC%B8%E4%B8%8D%E8%B5%B7-032800682.html,2020年1月20日
01/01/2020~01/31/2020,鴻海 財經,台富豪排名大洗牌！ 頂新4兄弟擠下郭台銘登榜首 | 民視新聞網 | LINE TODAY,https://today.line.me/tw/v2/article/n2gvGL,2020年1月16日
01/01/2020~01/31/2020,鴻海 財經,台灣錢淹腳目》那些年，人聲鼎沸的餐廳,https://www.wealth.com.tw/articles/2b860146-571b-459e-9ae7-172d6849c8f3,2020年1月8日
01/01/2020~01/31/2020,鴻海 財經,越南女不滿長相受辱怒整形！變臉曲折人生意外成網紅,https://tw.stock.yahoo.com/news/%E8%B6%8A%E5%8D%97%E5%A5%B3%E4%B8%8D%E6%BB%BF%E9%95%B7%E7%9B%B8%E5%8F%97%E8%BE%B1%E6%80%92%E6%95%B4%E5%BD%A2-%E8%AE%8A%E8%87%89%E6%9B%B2%E6%8A%98%E4%BA%BA%E7%94%9F%E6%84%8F%E5%A4%96%E6%88%90%E7%B6%B2%E7%B4%85-014400644.html,2020年1月21日
01/01/2020~01/31/2020,鴻海 財經,那些年，歷代股王教會我們的事,https://www.wealth.com.tw/articles/c9a6d738-9ba9-420e-b4e4-4413378f750c,2020年1月8日
01/01/2020~01/31/2020,鴻海 財經,武漢肺炎衝擊，網通、光學、顯示器受挫,https://www.wealth.com.tw/articles/f05d5686-48aa-456b-8b87-2715e597657b,2020年1月29日
