date,keyword,title,link,publish_date
,鴻海 財經,知名部落客綠角 買ETF跟著指數賺 不用設停損,https://www.wealth.com.tw/articles/de60abf4-f462-4fca-9976-5d2c7c7185da,2011年1月11日
,鴻海 財經,EPS保8 鴻海獲利驚豔- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20110428000002-260202,2011年4月28日
,鴻海 財經,基金女王不急著教女兒理財 林寶珠：一知半解的金融知識 反而容易揠苗助長,https://www.wealth.com.tw/articles/b1eca62c-95b4-432a-bcad-4f316eded91d,2011年4月30日
,鴻海 財經,郭董諷巴菲特 有內線我也是神,https://ec.ltn.com.tw/article/paper/499221,2011年6月9日
,鴻海 財經,「五股」小股東鬧場 郭董怒斥閃開,https://ec.ltn.com.tw/article/paper/499222,2011年6月9日
,鴻海 財經,外資大提款 宏達電跌破千元,https://ec.ltn.com.tw/article/paper/501386,2011年6月17日
,鴻海 財經,許啟智： 買對老闆 也要買對產業 公司前景不佳 跌破淨值也不能買,https://www.wealth.com.tw/articles/5c503811-b472-4f1b-97ba-7d3a537b5fa9,2011年7月14日
,鴻海 財經,沒在怕的啦！楊志良人生最高境界：娶有錢老婆，自己當左派！,https://www.wealth.com.tw/articles/def51186-aadc-46fe-8a50-aef0fb26c288,2011年7月19日
,鴻海 財經,朱成志利人也利己 教投資人賺錢 猛Ｋ財報，練就股市基本功,https://www.wealth.com.tw/articles/acd377fa-e977-43e3-bcf5-ff2fa4ee1452,2011年7月14日
,鴻海 財經,郭台銘會馬英九 促新政府復甦經濟 ｜ 公視新聞網 PNN,https://news.pts.org.tw/article/81919,2011年8月2日
,鴻海 財經,鴻海機器人軍團1分鐘組裝1台手機| 產經,https://news.ustv.com.tw/newsdetail/20110825A118,2011年8月25日
,鴻海 財經,徐重仁：從「不方便」看到新商機 業者觀察》台灣的未來在流通服務業,https://www.wealth.com.tw/articles/982063aa-61b7-4a38-a253-a9f0cfe43eb7,2011年10月25日
,鴻海 財經,賣一支愛瘋！台灣僅分0.5%利潤　是南韓九分之一,https://finance.ettoday.net/news/1381,2011年10月14日
,鴻海 財經,郭曉玲退出鴻海　郭台銘啟動專業接班,https://finance.ettoday.net/news/11256,2011年12月7日
,鴻海 財經,集團的小金雞母 也是最重要的戰略資源,https://www.gvm.com.tw/article/16142,2011年11月30日
,鴻海 財經,自誇娶舞者　郭台銘：身體好的原因,https://finance.ettoday.net/news/12937,2011年12月15日
,鴻海 財經,郭台銘曾把黎智英叫來罵　黎佬：他算老幾啊,https://finance.ettoday.net/news/12759,2011年12月15日
,鴻海 財經,美僑商會見馬未稱總統　郭董火大拍桌怒罵沒禮貌,https://finance.ettoday.net/news/19419,2012年1月15日
,鴻海 財經,耐吉、愛迪達 曾是血汗工廠,https://ec.ltn.com.tw/article/paper/562250,2012年2月20日
,鴻海 財經,寬頻開戰終結電信霸權 中華電信面臨史上最慘烈的變局,https://www.wealth.com.tw/articles/31cac502-e983-4208-aea6-2b0f9e2728f4,2012年3月6日
,鴻海 財經,台灣富豪前三名　資產加總不敵華人首富李嘉誠,https://finance.ettoday.net/news/30321,2012年3月8日
,鴻海 財經,既分散又平衡 股債維持八二比 避險投資》綠角：上漲賺差價 下跌賺部位,https://www.wealth.com.tw/articles/09435149-30de-43dd-bfcb-399e073d63dc,2012年3月20日
,鴻海 財經,周阿定不花錢的退休生活 儲蓄養老》央行前副總裁 每天閱讀、散步、騎腳踏車,https://www.wealth.com.tw/articles/c326effd-5559-45a8-b61f-77dc1c5f06cd,2012年3月13日
,鴻海 財經,把電路板當陽春麵賣！ - Smart自學網 - 財經好讀 - 股票 - 熱門股點評,https://smart.businessweekly.com.tw/Reading/WebArticle.aspx?id=46326,2012年4月1日
,鴻海 財經,鴻海喊加薪科技業紛紛跟進- 焦點要聞- 中國時報,https://www.chinatimes.com/newspapers/20120406000728-260102,2012年4月6日
,鴻海 財經,種樹賺錢 救地球也救荷包 詩人、官員、企業家都憑「木」而富,https://www.wealth.com.tw/articles/133a024b-4fba-4b78-80b5-318e11034a1c,2012年4月1日
,鴻海 財經,鴻海員工好幸福- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20120429000005-260202,2012年4月29日
,鴻海 財經,鴻海危機入市　郭台銘：下一步看好印尼、緬甸,https://finance.ettoday.net/news/49062,2012年5月24日
,鴻海 財經,懷念財經奇人邱永漢 趨勢的先行者，經濟的實踐家,https://www.wealth.com.tw/articles/e1b5de75-bbf8-45ae-bcfe-e4c9d01fc4d1,2012年5月22日
,鴻海 財經,馬英九噓聲中就任 第二任總統！ 財訊最新民調》滿意度不到兩成，六成二對他沒信心,https://www.wealth.com.tw/articles/cc0abe59-e08c-46c0-8968-411551be8522,2012年5月8日
,鴻海 財經,奇美電董監奇美全辭- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20120516001044-260202,2012年5月16日
,鴻海 財經,徵富人稅　蔡明彰：諷刺版證所稅,https://finance.ettoday.net/news/54613,2012年6月7日
,鴻海 財經,門外漢靠抄新聞變財經通 - Smart自學網|財經好讀 - 出版品 - 密技 - Smart智富密技第60期,https://smart.businessweekly.com.tw/Books/special2.aspx?p=3&id=47330&type=1,2012年7月26日
,鴻海 財經,虎爸蔡明彰 ５招磨出子女國際黃金人脈,https://www.wealth.com.tw/articles/2eb8248b-ae27-498b-926c-f1a9460aecf8,2012年7月17日
,鴻海 財經,放開那女孩！　郭董摟肩小模潘恩綺也愛蘋果,https://finance.ettoday.net/news/71281,2012年7月6日
,鴻海 財經,布局4G 鴻海集團入股台揚,https://tw.news.yahoo.com/%E5%B8%83%E5%B1%804g-%E9%B4%BB%E6%B5%B7%E9%9B%86%E5%9C%98%E5%85%A5%E8%82%A1%E5%8F%B0%E6%8F%9A-213000586--finance.html,2012年9月21日
,鴻海 財經,鴻海版圖再下一城　砸18億參與台揚私募公司債,https://finance.ettoday.net/news/105598,2012年9月21日
,鴻海 財經,台大醫科生大逃亡 獨家調查：狀元醫生不想救你了,https://www.wealth.com.tw/articles/fc1de575-a0cc-4aff-8640-97c81831df0c,2012年9月25日
,鴻海 財經,鑽石立委李貴敏 身價藏玄機,https://www.wealth.com.tw/articles/2bc29487-db5d-4ef9-b567-3e0e7b6e12a0,2012年10月16日
,鴻海 財經,宏全國際董事長戴宏全》學習狼群的精神，團隊更有耐力！,https://tw.news.yahoo.com/%E5%AE%8F%E5%85%A8%E5%9C%8B%E9%9A%9B%E8%91%A3%E4%BA%8B%E9%95%B7%E6%88%B4%E5%AE%8F%E5%85%A8-%E5%AD%B8%E7%BF%92%E7%8B%BC%E7%BE%A4%E7%9A%84%E7%B2%BE%E7%A5%9E-%E5%9C%98%E9%9A%8A%E6%9B%B4%E6%9C%89%E8%80%90%E5%8A%9B-060623825--finance.html,2012年10月5日
,鴻海 財經,【解碼富士康】(一)世界最大EMS企業——何為富士康？--財經--人民網,http://finance.people.com.cn/BIG5/n/2012/1127/c348884-19709111.html,2012年11月27日
,鴻海 財經,獨家》台灣壹傳媒最大買家蔡衍明：我出錢，為什麼要低調！,https://www.wealth.com.tw/articles/98c37731-86db-43dd-a716-cf514653fb2b,2012年11月6日
,鴻海 財經,大電視+MOD銷售佳 中華電信明年採購加碼,https://ec.ltn.com.tw/article/breakingnews/731411,2012年12月1日
,鴻海 財經,外資認錯回補鴻海調高目標價- 焦點要聞- 中國時報,https://www.chinatimes.com/newspapers/20121115000605-260102,2012年11月15日
,鴻海 財經,永豐金攜手輔大　長期養成業界人才,https://finance.ettoday.net/news/130220,2012年11月21日
,鴻海 財經,【解碼富士康】(外一篇)富士康工廠 “到底有多大？”--財經--人民網,http://finance.people.com.cn/BIG5/n/2012/1210/c348883-19845124.html,2012年12月10日
,鴻海 財經,高通攜手夏普　郭台銘：有利鴻夏未來發展,https://ec.ltn.com.tw/article/breakingnews/733651,2012年12月6日
,鴻海 財經,陳斐娟犀利暴紅 告別東森轉戰三立,https://www.wealth.com.tw/articles/02f7e319-6079-408c-b0a1-95fe74224a87,2012年12月23日
,鴻海 財經,理財周刊／2012 百大飆股出爐,https://finance.ettoday.net/news/142220,2012年12月20日
,鴻海 財經,玉山金推動CSR　獲節能減碳認證,https://finance.ettoday.net/news/144545,2012年12月25日
,鴻海 財經,集體貪汙？富士康高幹遭收押　鴻海：配合兩岸警偵查,https://finance.ettoday.net/news/150404,2013年1月9日
,鴻海 財經,立錡去年稅前盈餘18.9億元 年增7% 稅前EPS 12.69元,https://tw.stock.yahoo.com/news/%E7%AB%8B%E9%8C%A1%E5%8E%BB%E5%B9%B4%E7%A8%85%E5%89%8D%E7%9B%88%E9%A4%9818.9%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E7-%E7%A8%85%E5%89%8Deps-12.69%E5%85%83-011507109.html,2013年1月31日
,鴻海 財經,富士康高階副總兒涉貪　郭董震怒勒令退休,https://finance.ettoday.net/news/150684,2013年1月9日
