date,keyword,title,link,publish_date
01/01/2018~01/31/2018,聯發科 財經,低調的李宗霖 為何會被蔡明介相中?,https://www.wealth.com.tw/articles/cf974d80-6ffd-4603-bfa3-01af00fcb969,2018年1月4日
01/01/2018~01/31/2018,聯發科 財經,AI、車電登CES主流 台廠通吃,https://www.chinatimes.com/newspapers/20180115000233-260511,2018年1月15日
01/01/2018~01/31/2018,聯發科 財經,全聯宣布全台門市設有金牌果園專區,https://www.chinatimes.com/realtimenews/20180130002641-260410,2018年1月30日
02/01/2018~03/03/2018,聯發科 財經,聯發科員工分紅開獎　平均每人40萬元,https://finance.ettoday.net/news/1114282,2018年2月14日
02/01/2018~03/03/2018,聯發科 財經,雨過天青後 布局AI概念正當時,https://www.chinatimes.com/newspapers/20180209000355-260511,2018年2月9日
02/01/2018~03/03/2018,聯發科 財經,企業捐款金額破2億元助救災 台塑集團大手筆捐5千萬最高,https://fnc.ebc.net.tw/mobilenews/content/25656,2018年2月8日
02/01/2018~03/03/2018,聯發科 財經,不只台積電奇蹟！張忠謀對台灣最大貢獻…,https://www.chinatimes.com/realtimenews/20180216000514-260410,2018年2月16日
02/01/2018~03/03/2018,聯發科 財經,台大校務基金大賺7千萬股利　靠3檔狂領3千萬！,https://finance.ettoday.net/news/1118989,2018年2月25日
03/04/2018~04/03/2018,聯發科 財經,博通欲收購聯發科　傳雙方高層在新加坡見面,https://finance.ettoday.net/news/1134605,2018年3月21日
03/04/2018~04/03/2018,聯發科 財經,前戰將牽線聯發科獲小米大單- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20180330000239-260202,2018年3月30日
03/04/2018~04/03/2018,聯發科 財經,3月營收看增 台積電供應鏈吃補,https://www.chinatimes.com/newspapers/20180320000385-260511,2018年3月20日
03/04/2018~04/03/2018,聯發科 財經,聯聚建設創造高耐震係數豪宅新標竿,https://www.chinatimes.com/realtimenews/20180329004815-260511,2018年3月29日
04/04/2018~05/04/2018,聯發科 財經,第一桶金竟從存錢開始？專家分析關鍵原因後小資族全懂了,https://finance.ettoday.net/news/1149095,2018年4月17日
04/04/2018~05/04/2018,聯發科 財經,下屆科學園區公會理事長 李金恭呼聲高,https://ec.ltn.com.tw/article/paper/1195047,2018年4月24日
04/04/2018~05/04/2018,聯發科 財經,ADAS商機大噴發 概念股唱旺,https://www.chinatimes.com/newspapers/20180405000297-260511,2018年4月5日
04/04/2018~05/04/2018,聯發科 財經,《電腦設備》安勤3策略布局，今年邁物聯網元年,https://www.chinatimes.com/realtimenews/20180412003488-260511,2018年4月12日
04/04/2018~05/04/2018,聯發科 財經,防員工洩密！這家科技大廠上班管制手機相機- 財經,https://www.chinatimes.com/realtimenews/20180418002676-260410,2018年4月18日
05/05/2018~06/04/2018,聯發科 財經,《先探投資週刊》5G熱身 CCL產業受惠- 財經,https://www.chinatimes.com/realtimenews/20180510003124-260511,2018年5月10日
05/05/2018~06/04/2018,聯發科 財經,京元電銅鑼三廠動工 董事長李金恭 母親，讓我重新奮起 | 財經 | CTWANT,https://www.ctwant.com/article/1977/,2018年5月9日
05/05/2018~06/04/2018,聯發科 財經,港股升逾300點 中資金融股造好,https://invest.hket.com/article/2068186/%E6%B8%AF%E8%82%A1%E5%8D%87%E9%80%BE300%E9%BB%9E%20%E4%B8%AD%E8%B3%87%E9%87%91%E8%9E%8D%E8%82%A1%E9%80%A0%E5%A5%BD?mtc=b0014,2018年5月8日
05/05/2018~06/04/2018,聯發科 財經,吳嘉昭：南亞科本業今年更旺,https://www.chinatimes.com/newspapers/20180525000235-260511,2018年5月25日
05/05/2018~06/04/2018,聯發科 財經,工業富聯FII 8日上交所上市- 全球財經- 工商時報,https://www.chinatimes.com/newspapers/20180603000236-260203,2018年6月3日
06/05/2018~07/05/2018,聯發科 財經,聯發科記者會》聯發科5G晶片明年7月ready！蔡力行：下半年景氣審慎樂觀,https://www.storm.mg/article/445769,2018年6月5日
06/05/2018~07/05/2018,聯發科 財經,聯發科通過 10 元現金股利分配案，晨星梁公偉順利進入董事會,https://finance.technews.tw/2018/06/15/mtk-shareholders-meeting/,2018年6月15日
06/05/2018~07/05/2018,聯發科 財經,聯電 160億收購日半導體廠- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20180630000240-260202,2018年6月30日
06/05/2018~07/05/2018,聯發科 財經,【小米概念股】搶賺小米財　操作心法大公開,https://www.mirrormedia.mg/story/20180604fin010,2018年6月8日
06/05/2018~07/05/2018,聯發科 財經,聯發科記者會》張忠謀、中興意外成話題 蔡力行：張忠謀在半導體產業的智慧洞見難以取代,https://www.storm.mg/article/445647,2018年6月5日
06/05/2018~07/05/2018,聯發科 財經,陸企挖角IC工程師 年薪400萬近年新低,https://fnc.ebc.net.tw/fncnews/video/41626,2018年6月19日
06/05/2018~07/05/2018,聯發科 財經,晶電育金雞 拚3年內IPO,https://www.chinatimes.com/newspapers/20180626000327-260511,2018年6月26日
06/05/2018~07/05/2018,聯發科 財經,「阿里郎171」超越iPhone8？ 這款手機讓北韓人變低頭族,https://fnc.ebc.net.tw/fncnews/tech/43020,2018年6月29日
06/05/2018~07/05/2018,聯發科 財經,併日富士通半導體 擴12吋廠產能！聯電大陸子公司和艦 擬A股上市,https://www.chinatimes.com/newspapers/20180630000466-260110,2018年6月30日
06/05/2018~07/05/2018,聯發科 財經,全聯7.92億元 買下白木屋,https://www.chinatimes.com/newspapers/20180609000522-260511,2018年6月9日
07/06/2018~08/05/2018,聯發科 財經,回收杯、空污入題　聯發科「智在家鄉」初選入圍反映地方需求,https://finance.ettoday.net/news/1221092,2018年7月26日
07/06/2018~08/05/2018,聯發科 財經,先探／雲的時代！ ＡＩ跑第一棒,https://finance.ettoday.net/news/1211265,2018年7月12日
08/06/2018~09/05/2018,聯發科 財經,聯發科組織調整 晨星電視晶片全數併入,https://www.ntdtv.com.tw/b5/20180822/video/228343.html?%E8%81%AF%E7%99%BC%E7%A7%91%E7%B5%84%E7%B9%94%E8%AA%BF%E6%95%B4%20%E6%99%A8%E6%98%9F%E9%9B%BB%E8%A6%96%E6%99%B6%E7%89%87%E5%85%A8%E6%95%B8%E4%BD%B5%E5%85%A5,2018年8月22日
08/06/2018~09/05/2018,聯發科 財經,晨星拆光納入聯發科集團- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20180823000261-260202,2018年8月23日
08/06/2018~09/05/2018,聯發科 財經,聯發科表示子公司晨星組織調整 集團財報股東權益無影響,https://taronews.tw/2018/08/22/98360/,2018年8月22日
08/06/2018~09/05/2018,聯發科 財經,金融正妹召集令 日盛證券 葉巧玲,https://ec.ltn.com.tw/article/breakingnews/2524827?fb_comment_id=1972153212835302_1972267412823882,2018年8月27日
08/06/2018~09/05/2018,聯發科 財經,聯發科與晨星明年1月完成合併　組織調整為三大事業群,https://finance.ettoday.net/news/1241553,2018年8月22日
08/06/2018~09/05/2018,聯發科 財經,高通被輕放 聯發科轟不公平,https://tw.sports.yahoo.com/news/%E9%AB%98%E9%80%9A%E8%A2%AB%E8%BC%95%E6%94%BE-%E8%81%AF%E7%99%BC%E7%A7%91%E8%BD%9F%E4%B8%8D%E5%85%AC%E5%B9%B3-215011769--finance.html?bcmt=1,2018年8月10日
08/06/2018~09/05/2018,聯發科 財經,8吋晶圓產能滿載到年底- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20180824000301-260202,2018年8月24日
08/06/2018~09/05/2018,聯發科 財經,台積電遭病毒攻擊　損失76億、報廢上萬片晶圓,https://finance.ettoday.net/news/1228606,2018年8月6日
08/06/2018~09/05/2018,聯發科 財經,緯軟 拚陸前10大IT外包,https://www.chinatimes.com/newspapers/20180814000419-260204,2018年8月14日
09/06/2018~10/06/2018,聯發科 財經,跨域時代！台積電、聯發科合作學界「射月」,https://www.chinatimes.com/realtimenews/20180927002252-260410,2018年9月27日
09/06/2018~10/06/2018,聯發科 財經,聯發科ASIC布局年底收割- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20181001000192-260202,2018年10月1日
09/06/2018~10/06/2018,聯發科 財經,捲政治鬥爭？ 馬雲退位爆陰謀論,https://ec.ltn.com.tw/article/breakingnews/2547360,2018年9月11日
10/07/2018~11/06/2018,聯發科 財經,聯發科整併晨星半導體電視晶片部門，員工全數留任,https://finance.technews.tw/2018/10/16/mediatek-integration-mstarsemi/,2018年10月16日
10/07/2018~11/06/2018,聯發科 財經,NCC詹婷怡：5G釋照有譜了- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20181015000216-260202,2018年10月15日
11/07/2018~12/07/2018,聯發科 財經,聯發科與晨星 雙方新加坡子公司簡易合併,https://ec.ltn.com.tw/article/breakingnews/2636005,2018年12月7日
11/07/2018~12/07/2018,聯發科 財經,信報即時新聞 - 中國財經 - 台股收報9791點 升16點,https://www2.hkej.com/instantnews/china/article/1991857/%E5%8F%B0%E8%82%A1%E6%94%B6%E5%A0%B19791%E9%BB%9E+%E5%8D%8716%E9%BB%9E,2018年11月14日
