date,keyword,title,link,publish_date
01/01/2020~01/31/2020,聯發科 財經,財訊快報／IC設計江山代有人才出,https://finance.ettoday.net/news/1627993,2020年1月17日
01/01/2020~01/31/2020,聯發科 財經,聯發科晶片大缺貨- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20200108000209-260202,2020年1月8日
01/01/2020~01/31/2020,聯發科 財經,39歲台灣尾牙王年收4億 他憑什麼收服台積電、聯發科的心？,https://news.cnyes.com/news/id/4429656,2020年1月5日
01/01/2020~01/31/2020,聯發科 財經,〈財經週報-台股股王〉那些年 我們一起追的股王,https://ec.ltn.com.tw/article/paper/1347288,2020年1月20日
01/01/2020~01/31/2020,聯發科 財經,竹科半導體廠開工必拜 搶土地公廟頭香,https://tw.stock.yahoo.com/news/%E7%AB%B9%E7%A7%91%E5%8D%8A%E5%B0%8E%E9%AB%94%E5%BB%A0%E9%96%8B%E5%B7%A5%E5%BF%85%E6%8B%9C-%E6%90%B6%E5%9C%9F%E5%9C%B0%E5%85%AC%E5%BB%9F%E9%A0%AD%E9%A6%99-135700544.html,2020年1月30日
01/01/2020~01/31/2020,聯發科 財經,5G新機連發 帶旺璟德、聯發科,https://www.chinatimes.com/newspapers/20200102000397-260206,2020年1月2日
01/01/2020~01/31/2020,聯發科 財經,富比世台灣富豪榜 頂新魏家4兄弟取代郭台銘成首富,https://tw.news.yahoo.com/%E5%AF%8C%E6%AF%94%E4%B8%96%E5%8F%B0%E7%81%A3%E5%AF%8C%E8%B1%AA%E6%A6%9C%E9%A0%82%E6%96%B0%E9%AD%8F%E5%AE%B64%E5%85%84%E5%BC%9F%E5%8F%96%E4%BB%A3%E9%83%AD%E5%8F%B0%E9%8A%98%E6%88%90%E9%A6%96%E5%AF%8C-054456501.html,2020年1月15日
01/01/2020~01/31/2020,聯發科 財經,有能力迎戰高通！ 台IC設計大廠出頭天- 財經,https://www.chinatimes.com/realtimenews/20200128000049-260410,2020年1月28日
01/01/2020~01/31/2020,聯發科 財經,晶片電阻庫存乾涸價格吹漲- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20200103000247-260202,2020年1月3日
02/01/2020~03/02/2020,聯發科 財經,台商30年產業王》聯發科蔡明介 這一次改變的不只是中國市場,https://www.wealth.com.tw/articles/dd9c7eab-a24b-4093-bc64-247e498e3ed8,2020年2月16日
02/01/2020~03/02/2020,聯發科 財經,聯發科技青睞ITM 首度投資區塊鏈新創,https://ec.ltn.com.tw/article/breakingnews/3066498,2020年2月13日
02/01/2020~03/02/2020,聯發科 財經,【豪門媳婦開餐廳5】連台積電晶圓廠都他家蓋的　神祕百億營造廠起底,https://www.mirrormedia.mg/story/20200224fin006,2020年2月25日
03/03/2020~04/02/2020,聯發科 財經,聯發科9年來首次實行庫藏股！擬花71億買回1.59萬張-財經新報-台股,https://wealth.businessweekly.com.tw/GArticle.aspx?id=ARTL003001651,2020年3月24日
03/03/2020~04/02/2020,聯發科 財經,聯發科宣布實施庫藏股，預計斥資逾 71 億元買回 1.59 萬張,https://finance.technews.tw/2020/03/20/mediatek-treasury-stock/,2020年3月20日
03/03/2020~04/02/2020,聯發科 財經,高通、聯發科掀5G晶片價格戰- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20200306000247-260202,2020年3月6日
03/03/2020~04/02/2020,聯發科 財經,聯發科自救　砸71億元買回庫藏股,https://www.mirrormedia.mg/story/20200320fin006,2020年3月20日
03/03/2020~04/02/2020,聯發科 財經,台股20大權值股大追蹤！從封關日以來股價漲跌表現　一表秒懂,https://finance.ettoday.net/news/1676489,2020年3月25日
03/03/2020~04/02/2020,聯發科 財經,IC設計廠重回成長 不甚樂觀,https://www.chinatimes.com/newspapers/20200318000336-260511,2020年3月18日
04/03/2020~05/03/2020,聯發科 財經,看好聯發科 5G 晶片將出貨放量，雖調降目標價至 440 元卻重申買進,https://finance.technews.tw/2020/04/27/mediatek-5g-soc-at-2020-q3/,2020年4月27日
04/03/2020~05/03/2020,聯發科 財經,台積5G封裝拼圖完成- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20200427000156-260202,2020年4月27日
04/03/2020~05/03/2020,聯發科 財經,中華電去年4G網速 稱冠,https://www.chinatimes.com/newspapers/20200416000291-260511,2020年4月16日
04/03/2020~05/03/2020,聯發科 財經,博通延出貨 瑞昱義隆搶轉單,https://www.chinatimes.com/newspapers/20200421000327-260511,2020年4月21日
04/03/2020~05/03/2020,聯發科 財經,合一新藥5.3億美元授權丹麥大廠- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20200416000211-260202,2020年4月16日
04/03/2020~05/03/2020,聯發科 財經,中南海酒店歇業未來將轉型坐月子中心,https://www.chinatimes.com/realtimenews/20200414001725-260511,2020年4月14日
05/04/2020~06/03/2020,聯發科 財經,聯發科蔡明介酬金破億- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20200526000154-260202,2020年5月26日
05/04/2020~06/03/2020,聯發科 財經,短期受禁令影響股價上沖下洗，長期利大於弊 聯發科通吃急單、轉單雙重效益,https://www.wealth.com.tw/articles/ad0463fe-59b5-41f3-8fb2-e63b8fb75f50,2020年5月27日
05/04/2020~06/03/2020,聯發科 財經,中企拿補助搶技術 台科技堡壘告急,https://ec.ltn.com.tw/article/paper/1370281,2020年5月4日
05/04/2020~06/03/2020,聯發科 財經,聯發科4月營收雙衰退！月減9.98%、年減4.67%　仍站穩「200億元大關」,https://finance.ettoday.net/news/1710037,2020年5月8日
05/04/2020~06/03/2020,聯發科 財經,大立光、鴻海、聯發科...誰能取代台積電，成為台灣第二座護國神山？3條件檢視,https://www.businesstoday.com.tw/article/category/80402/post/202006030031/,2020年6月3日
05/04/2020~06/03/2020,聯發科 財經,上市公司員工薪酬揭露 華固員工去年平均領382萬稱霸 | Anue鉅亨 - 台股新聞,https://news.cnyes.com/news/id/4484725,2020年6月1日
05/04/2020~06/03/2020,聯發科 財經,中階安卓手機5月性能榜出爐 聯發科處理器跑分奪冠,https://www.chinatimes.com/realtimenews/20200603001823-260505,2020年6月3日
05/04/2020~06/03/2020,聯發科 財經,外資看衰台積 「華為新禁令」輸家,https://ec.ltn.com.tw/article/paper/1373721,2020年5月19日
05/04/2020~06/03/2020,聯發科 財經,半導體廠薪資曝光！台積電員工平均年薪197.3萬元只排14強　晶焱296.8萬居冠,https://finance.ettoday.net/news/1728046,2020年6月2日
05/04/2020~06/03/2020,聯發科 財經,5奈米訂單穩啦- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20200511000170-260202,2020年5月11日
05/04/2020~06/03/2020,聯發科 財經,萬科跨界養豬廣發徵才令- 全球財經- 工商時報,https://www.chinatimes.com/newspapers/20200509000154-260203,2020年5月9日
05/04/2020~06/03/2020,聯發科 財經,Midea美的家電新空調無風感- 財經 - 工商時報,https://www.chinatimes.com/newspapers/20200504000329-260511,2020年5月4日
06/04/2020~07/04/2020,聯發科 財經,IC設計股集體狂飆聯發科市值挺進兆元戶- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20200623000146-260202,2020年6月23日
06/04/2020~07/04/2020,聯發科 財經,聯發科為什麼能不斷「東山再起」？市值破9千億，比中華電信還大－獨立觀點,https://www.businessweekly.com.tw/business/blog/3002943,2020年6月29日
06/04/2020~07/04/2020,聯發科 財經,「聯發科再戰兆元市值，我充滿期待」 謝金河：這兩家公司有往上發揮空間,https://www.wealth.com.tw/articles/68f203d5-e02f-4f76-bc6a-4ae977da753a,2020年6月24日
06/04/2020~07/04/2020,聯發科 財經,股價衝上10年新高！聯發科會擠下鴻海，成為台灣第二座「護國神山」？,https://www.storm.mg/article/2786878,2020年6月22日
06/04/2020~07/04/2020,聯發科 財經,半導體業平均年薪百萬？一張圖表解密，十大高薪產業的殘酷薪資落差,https://tw.news.yahoo.com/%E5%8D%8A%E5%B0%8E%E9%AB%94%E6%A5%AD%E5%B9%B3%E5%9D%87%E5%B9%B4%E8%96%AA%E7%99%BE%E8%90%AC%E4%B8%80%E5%BC%B5%E5%9C%96%E8%A1%A8%E8%A7%A3%E5%AF%86%E5%8D%81%E5%A4%A7%E9%AB%98%E8%96%AA%E7%94%A2%E6%A5%AD%E7%9A%84%E6%AE%98%E9%85%B7%E8%96%AA%E8%B3%87%E8%90%BD%E5%B7%AE-082344408.html,2020年6月30日
06/04/2020~07/04/2020,聯發科 財經,聯發科手機晶片夯供應鏈同樂- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20200615000175-260202,2020年6月15日
06/04/2020~07/04/2020,聯發科 財經,0050和00850成分股「都有這15檔金融股」　一表看出哪家殖利率最吸引人 | 今周刊 | LINE TODAY,https://today.line.me/tw/v2/article/zQJGXP,2020年6月16日
06/04/2020~07/04/2020,聯發科 財經,Mighty Net創新基地 展示成果,https://ec.ltn.com.tw/article/paper/1383429,2020年7月1日
06/04/2020~07/04/2020,聯發科 財經,【高薪企業看這裡2】員工年領516萬元　一家化工廠憑甚麼擊敗聯發科奪冠,https://www.mirrormedia.mg/story/20200605fin018,2020年6月6日
06/04/2020~07/04/2020,聯發科 財經,聯發科帶頭 華為供應鏈熱門,https://www.chinatimes.com/newspapers/20200620000178-260206,2020年6月20日
06/04/2020~07/04/2020,聯發科 財經,聯詠239萬居冠 打敗台積電,https://www.chinatimes.com/newspapers/20200701000134-260511,2020年7月1日
06/04/2020~07/04/2020,聯發科 財經,環泥第四代接班兄弟分掌內外- 財經要聞- 工商時報,https://www.chinatimes.com/newspapers/20200702000223-260202,2020年7月2日
06/04/2020~07/04/2020,聯發科 財經,大陸持續大抛美債 接手的竟然是...,https://www.chinatimes.com/realtimenews/20200611004736-260511,2020年6月11日
06/04/2020~07/04/2020,聯發科 財經,好消息！遠傳5G資費超霸氣 流量用光也不降速,https://www.chinatimes.com/realtimenews/20200703002763-260410,2020年7月3日
07/05/2020~08/04/2020,聯發科 財經,聯發科超車鴻海 市值躍台股第2,https://ec.ltn.com.tw/article/paper/1389268,2020年7月28日
07/05/2020~08/04/2020,聯發科 財經,完整布局 5G 產品線，聯發科天璣 720 5G 行動處理器搶攻中階市場,https://www.wealth.com.tw/articles/2cebae55-eb28-4adf-b594-368e1adec02f,2020年7月23日
07/05/2020~08/04/2020,聯發科 財經,中美晶片戰 聯發科受惠,https://hk.finance.yahoo.com/news/%E4%B8%AD%E7%BE%8E%E6%99%B6%E7%89%87%E6%88%B0-%E8%81%AF%E7%99%BC%E7%A7%91%E5%8F%97%E6%83%A0-214500846.html,2020年7月19日
07/05/2020~08/04/2020,聯發科 財經,聯發科登高 高價IC設計股HIGH,https://www.chinatimes.com/newspapers/20200723000210-260202,2020年7月23日
07/05/2020~08/04/2020,聯發科 財經,完整布局 5G 產品線，聯發科天璣 720 5G 行動處理器搶攻中階市場,https://finance.technews.tw/2020/07/23/mediatek-dimensity-720/,2020年7月23日
07/05/2020~08/04/2020,聯發科 財經,聯發科將成「平台整合大廠」！亞系外資看好：目標每股1200元超級天價,https://finance.ettoday.net/news/1766868,2020年7月22日
07/05/2020~08/04/2020,聯發科 財經,拳王再起》執掌過兩座護國神山，鐵血治軍蔡力行率聯發科登峰 | 科技新報 | LINE TODAY,https://today.line.me/tw/v2/article/EZLgvR,2020年7月31日
07/05/2020~08/04/2020,聯發科 財經,【聯發科金雞戰略2】小金雞赴陸上市大賺逾十倍　聯發科成功模式再複製,https://www.mirrormedia.mg/story/20200706fin002,2020年7月7日
07/05/2020~08/04/2020,聯發科 財經,聯發科主管，捨 350 萬年薪到長濱當稻農、開酒館－中場幸福學｜商周,https://www.businessweekly.com.tw/style/blog/3003154,2020年7月15日
07/05/2020~08/04/2020,聯發科 財經,十年低調撒大錢！鴻海、聯發科創投最中意的小金雞們是誰？,https://www.cw.com.tw/article/5101099,2020年7月13日
